pin10,appellant,year,longitude,latitude,group,pin,keypin,sale_buyer_name,sale_document_num,num_parcels_sale,year_sold,proj_appeallant,timesappealed,incent_prop,appealid,year_appealed,geometry
2915404047,"FMM PROPERTIES, INC.",2022,-87.60456477414687,41.60109848927788,35,29154040470000,NA,FMM PROPERTIES,731142052,2,2007,"3715972 - FMM PROPERTIES, INC.",10,Non-Incentive,3715972,2023,"list(list(c(-87.60456, -87.60447, -87.60447, -87.60447, -87.60457, -87.60466, -87.60466, -87.60456, 41.60093, 41.60093, 41.60097, 41.60127, 41.60127, 41.60127, 41.60093, 41.60093)))"
2915404048,ALAN MITHANI,2022,-87.60493373753361,41.60109979502008,35,29154040480000,NA,NA,NA,NA,NA,3713193 - ALAN MITHANI,6,Non-Incentive,3713193,2023,"list(list(c(-87.60505, -87.60503, -87.60493, -87.60488, -87.60484, -87.60475, -87.60466, -87.60466, -87.60475, -87.60484, -87.60489, -87.60493, -87.60503, -87.60505, -87.60512, -87.60521, -87.60521, -87.60512, -87.60505, 41.60093, 41.60093, 41.60093, 41.60093, 41.60093, 41.60093, 41.60093, 41.60127, 41.60127, 41.60127, 41.60127, 41.60127, 41.60127, 41.60127, 41.60127, 41.60127, 41.60093, 41.60093, 41.60093)))"
2915404049,RALPH EDGAR,2022,-87.60696793564007,41.601314662348194,36,29154040490000,NA,NA,2323722001,2,2023,3714653 - RALPH EDGAR,2,Non-Incentive,3714653,2020,"list(list(c(-87.60676, -87.60674, -87.60675, -87.6072, -87.60719, -87.60711, -87.60711, -87.60706, -87.60706, -87.60676, -87.60676, 41.60133, 41.60133, 41.60167, 41.60167, 41.60103, 41.60103, 41.60099, 41.60099, 41.60093, 41.60093, 41.60133)))"
2915404050,RALPH EDGAR,2022,-87.60659273237137,41.60149310293073,37,29154040500000,NA,NA,2323722001,2,2023,3714653 - RALPH EDGAR,2,Non-Incentive,3714653,2020,"list(list(c(-87.6065, -87.6065, -87.60659, -87.60669, -87.60669, -87.60659, -87.6065, 41.60132, 41.60166, 41.60166, 41.60166, 41.60132, 41.60132, 41.60132)))"
2915405044,VILLAGE CENTRE BUSINES,2022,-87.60265413911412,41.601109690422646,38,29154050441001,NA,NA,1633646086,7,2016,3715068 - VILLAGE CENTRE BUSINES,8,Non-Incentive,3715068,2017,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,VILLAGE CENTRE BUSINES,2022,-87.60265413911412,41.601109690422646,38,29154050441002,NA,NA,1633646086,7,2016,3715068 - VILLAGE CENTRE BUSINES,8,Non-Incentive,3715068,2017,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,VILLAGE CENTRE BUSINES,2022,-87.60265413911412,41.601109690422646,38,29154050441003,NA,NA,1633646086,7,2016,3715068 - VILLAGE CENTRE BUSINES,8,Non-Incentive,3715068,2017,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,VILLAGE CENTRE BUSINES,2022,-87.60265413911412,41.601109690422646,38,29154050441004,NA,NA,1633646086,7,2016,3715068 - VILLAGE CENTRE BUSINES,8,Non-Incentive,3715068,2017,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,VILLAGE CENTRE BUSINES,2022,-87.60265413911412,41.601109690422646,38,29154050441005,NA,NA,1633646086,7,2016,3715068 - VILLAGE CENTRE BUSINES,8,Non-Incentive,3715068,2017,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,VILLAGE CENTRE BUSINES,2022,-87.60265413911412,41.601109690422646,38,29154050441006,NA,NA,1633646086,7,2016,3715068 - VILLAGE CENTRE BUSINES,8,Non-Incentive,3715068,2017,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,VILLAGE CENTRE BUSINES,2022,-87.60265413911412,41.601109690422646,38,29154050441007,NA,NA,1633646086,7,2016,3715068 - VILLAGE CENTRE BUSINES,8,Non-Incentive,3715068,2017,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,RLMH PROPERTIES LLC/KA,2022,-87.60265413911412,41.601109690422646,38,29154050441008,NA,"RLMH PROPERTIES, LLC",1911412015,1,2019,3716877 - RLMH PROPERTIES LLC/KA,9,Incentive,3716877,2023,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,VILLAGE CENTRE BUSINES,2022,-87.60265413911412,41.601109690422646,38,29154050441009,NA,NA,NA,NA,NA,3715068 - VILLAGE CENTRE BUSINES,8,Incentive,3715068,2017,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,RLMH PROPERTIES LLC/KA,2022,-87.60265413911412,41.601109690422646,38,29154050441010,NA,CHICAGO TITLE LAND TRUST,1731346326,1,2017,3716877 - RLMH PROPERTIES LLC/KA,10,Non-Incentive,3716877,2023,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,PN&C ENTERPRISES INC,2022,-87.60265413911412,41.601109690422646,38,29154050441011,NA,NA,2207007389,2,2022,3716875 - PN&C ENTERPRISES INC,12,Non-Incentive,3716875,2023,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,PN&C ENTERPRISES INC,2022,-87.60265413911412,41.601109690422646,38,29154050441012,NA,NA,2207007389,2,2022,3716875 - PN&C ENTERPRISES INC,12,Non-Incentive,3716875,2023,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,RLMH PROPERTIES LLC/KA,2022,-87.60265413911412,41.601109690422646,38,29154050441013,NA,PN & C ENTERPRISES INC,1425922017,3,2008,3716877 - RLMH PROPERTIES LLC/KA,10,Non-Incentive,3716877,2023,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,RLMH PROPERTIES LLC/KA,2022,-87.60265413911412,41.601109690422646,38,29154050441014,NA,PN & C ENTERPRISES INC,1425922017,3,2014,3716877 - RLMH PROPERTIES LLC/KA,12,Non-Incentive,3716877,2023,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915405044,RLMH PROPERTIES LLC/KA,2022,-87.60265413911412,41.601109690422646,38,29154050441015,NA,PN & C ENTERPRISES INC,1425922017,3,2014,3716877 - RLMH PROPERTIES LLC/KA,12,Non-Incentive,3716877,2023,"list(list(c(-87.60288, -87.60266, -87.60244, -87.60223, -87.60201, -87.60178, -87.60177, -87.60201, -87.60223, -87.60244, -87.60245, -87.60266, -87.60288, -87.6031, -87.60331, -87.60354, -87.60354, -87.60332, -87.6031, -87.60288, 41.60096, 41.60096, 41.60096, 41.60095, 41.60095, 41.60095, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60126, 41.60127, 41.60097, 41.60096, 41.60096, 41.60096)))"
2915407011,SO HOLLAND INV GROUP,2022,-87.59884254008612,41.60116396247393,39,29154070110000,NA,NA,NA,NA,NA,3718429 - SO HOLLAND INV GROUP,10,Non-Incentive,3718429,2023,"list(list(c(-87.5989, -87.59878, -87.59878, -87.59891, -87.5989, 41.60094, 41.60094, 41.60139, 41.60139, 41.60094)))"
2915407012,SO HOLLAND INV GROUP,2022,-87.5987154217964,41.60116547961741,39,29154070120000,NA,NA,NA,NA,NA,3718429 - SO HOLLAND INV GROUP,10,Non-Incentive,3718429,2023,"list(list(c(-87.59865, -87.59865, -87.59878, -87.59878, -87.59865, 41.60094, 41.60139, 41.60139, 41.60094, 41.60094)))"
2915407014,DWILL INC,2022,-87.59823767744233,41.60116451562939,39,29154070140000,NA,DWILL INC,822101067,2,2008,3712358 - DWILL INC,14,Non-Incentive,3712358,2023,"list(list(c(-87.59814, -87.59814, -87.59814, -87.59827, -87.59833, -87.59833, -87.59827, -87.59814, 41.60094, 41.6013, 41.60139, 41.60139, 41.60139, 41.60094, 41.60094, 41.60094)))"
2915407037,"BR ASSOCIATES, INC.",2022,-87.59808123972114,41.60134201001589,39,29154070370000,NA,NA,1609634019,4,2015,"3704856 - BR ASSOCIATES, INC.",1,Non-Incentive,3704856,2014,"list(list(c(-87.59802, -87.59802, -87.59814, -87.59814, -87.59802, 41.6013, 41.60139, 41.60139, 41.6013, 41.6013)))"
2915407038,"BR ASSOCIATES, INC.",2022,-87.59808048409704,41.60111922457999,39,29154070380000,NA,NA,1609634019,4,2015,"3704856 - BR ASSOCIATES, INC.",1,Non-Incentive,3704856,2014,"list(list(c(-87.59802, -87.59802, -87.59814, -87.59814, -87.59802, 41.60094, 41.6013, 41.6013, 41.60094, 41.60094)))"
2915407050,"BR ASSOCIATES, INC.",2022,-87.59792806616751,41.60134273537933,39,29154070500000,NA,NA,1609634019,4,2015,"3704856 - BR ASSOCIATES, INC.",1,Non-Incentive,3704856,2014,"list(list(c(-87.59784, -87.59784, -87.59802, -87.59802, -87.59784, 41.6013, 41.60139, 41.60139, 41.6013, 41.6013)))"
2915407051,"BR ASSOCIATES, INC.",2022,-87.59793277954651,41.601132507027494,39,29154070510000,NA,NA,1609634019,4,2015,"3704856 - BR ASSOCIATES, INC.",1,Non-Incentive,3704856,2014,"list(list(c(-87.59802, -87.59798, -87.59794, -87.5979, -87.59787, -87.59785, -87.59784, -87.59784, -87.59784, -87.59802, -87.59802, 41.60094, 41.60095, 41.60096, 41.60098, 41.601, 41.60103, 41.60106, 41.60111, 41.6013, 41.6013, 41.60094)))"
2915407088,SHARY LEONARD,2022,-87.59811034567312,41.60377962558409,40,29154070880000,NA,TIMOTHY BYRON MCGHEE,2311629271,1,2023,3713283 - SHARY LEONARD,10,Non-Incentive,3713283,2022,"list(list(c(-87.59784, -87.59785, -87.59838, -87.59838, -87.59784, 41.60361, 41.60395, 41.60395, 41.60361, 41.60361)))"
2915407094,SO HOLLAND INV GROUP,2022,-87.59855503454426,41.60116509811401,39,29154070940000,NA,NA,NA,NA,NA,3718429 - SO HOLLAND INV GROUP,10,Non-Incentive,3718429,2023,"list(list(c(-87.59846, -87.59846, -87.59852, -87.59865, -87.59865, -87.59853, -87.59846, 41.60094, 41.60139, 41.60139, 41.60139, 41.60094, 41.60094, 41.60094)))"
2915407095,DWILL INC,2022,-87.59839544089371,41.60116497023886,39,29154070950000,NA,DWILL INC,822101067,2,2008,3712358 - DWILL INC,14,Non-Incentive,3712358,2023,"list(list(c(-87.59833, -87.59833, -87.59839, -87.59846, -87.59846, -87.59839, -87.59833, 41.60094, 41.60139, 41.60139, 41.60139, 41.60094, 41.60094, 41.60094)))"
2915409009,PROVIDENCE BANK LLC,2022,-87.60076999668712,41.60109473459725,41,29154090090000,NA,FOUNDERS BK TR 6438,411433081,3,2004,3712554 - PROVIDENCE BANK LLC,14,Incentive,3712554,2023,"list(list(c(-87.60066, -87.60066, -87.60088, -87.60088, -87.60066, 41.60094, 41.60125, 41.60125, 41.60094, 41.60094)))"
2915409012,GRECEK ENTERPRISES INC,2022,-87.60011842917638,41.60109383375754,41,29154090120000,NA,NA,NA,NA,NA,3715538 - GRECEK ENTERPRISES INC,5,Non-Incentive,3715538,2023,"list(list(c(-87.60001, -87.60001, -87.60023, -87.60023, -87.60001, 41.60094, 41.60125, 41.60125, 41.60094, 41.60094)))"
2915409013,GRECEK ENTERPRISES INC,2022,-87.59990228941926,41.60109379257233,41,29154090130000,NA,NA,NA,NA,NA,3715538 - GRECEK ENTERPRISES INC,5,Non-Incentive,3715538,2023,"list(list(c(-87.5998, -87.5998, -87.60001, -87.60001, -87.5998, 41.60094, 41.60124, 41.60125, 41.60094, 41.60094)))"
2915409014,GRECEK ENTERPRISES INC,2022,-87.59968725043272,41.60109327552695,41,29154090140000,NA,NA,NA,NA,NA,3715538 - GRECEK ENTERPRISES INC,5,Non-Incentive,3715538,2023,"list(list(c(-87.59958, -87.59958, -87.5998, -87.5998, -87.59958, 41.60094, 41.60124, 41.60124, 41.60094, 41.60094)))"
2915409015,NA,2022,-87.5994300447372,41.60109348092222,41,29154090150000,NA,NA,1604022071,2,2016,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.59928, -87.59928, -87.59958, -87.59958, -87.59928, 41.60094, 41.60124, 41.60124, 41.60094, 41.60094)))"
2915409016,NA,2022,-87.59917240943619,41.60109295635211,41,29154090160000,NA,NA,1604022071,2,2016,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.59928, -87.59906, -87.59907, -87.59928, -87.59928, 41.60094, 41.60094, 41.60124, 41.60124, 41.60094)))"
2915409020,PROVIDENCE BANK LLC,2022,-87.60120276735988,41.601094865592536,41,29154090200000,NA,FOUNDERS BK TR 6438,411433081,3,2004,3712554 - PROVIDENCE BANK LLC,14,Incentive,3712554,2023,"list(list(c(-87.60088, -87.60153, -87.60153, -87.60088, -87.60088, 41.60125, 41.60125, 41.60094, 41.60094, 41.60125)))"
2915409027,PROVIDENCE BANK LLC,2022,-87.60044578511774,41.60109436801619,41,29154090270000,NA,FOUNDERS BK TR 6438,411433081,3,2004,3712554 - PROVIDENCE BANK LLC,14,Incentive,3712554,2023,"list(list(c(-87.60023, -87.60023, -87.60045, -87.60066, -87.60066, -87.60045, -87.60023, 41.60094, 41.60125, 41.60125, 41.60125, 41.60094, 41.60094, 41.60094)))"
2916205120,BASE HIT EQUITIES LLC,2022,-87.62071522793042,41.61494418389769,42,29162051200000,NA,"117-141 W 154TH LLC, AN ILLINOIS LIMITED LIABILITY COMPANY",2225741063,1,2022,3716755 - BASE HIT EQUITIES LLC,12,Non-Incentive,3716755,2023,"list(list(c(-87.62018, -87.62019, -87.62019, -87.62018, -87.62019, -87.62021, -87.62122, -87.62125, -87.62125, -87.62125, -87.62125, -87.62018, 41.61457, 41.61461, 41.61502, 41.6152, 41.61531, 41.61531, 41.61531, 41.61531, 41.61486, 41.61459, 41.61458, 41.61457)))"
2916205121,143 W 154TH ST LLC,2022,-87.62190199723265,41.61494532706356,43,29162051210000,NA,143 W. 154TH ST. LLC,2220118195,1,2022,3715837 - 143 W 154TH ST LLC,7,Non-Incentive,3715837,2023,"list(list(c(-87.62185, -87.62162, -87.62147, -87.62147, -87.62146, -87.62184, -87.62233, -87.62234, -87.6222, -87.62185, 41.61458, 41.61458, 41.61458, 41.61478, 41.61531, 41.61531, 41.61531, 41.61458, 41.61458, 41.61458)))"
2916205124,"TIS ZAMEEN 53, LLC",2022,-87.62401927396017,41.61494011471714,43,29162051240000,NA,NA,2333841114,3,2023,"3716505 - TIS ZAMEEN 53, LLC",14,Non-Incentive,3716505,2023,"list(list(c(-87.62395, -87.62395, -87.62395, -87.62409, -87.62409, -87.62409, -87.62395, 41.61457, 41.61485, 41.61531, 41.61531, 41.61459, 41.61457, 41.61457)))"
2916205125,SHERWIN WILLIAMS CO,2022,-87.62177007841855,41.614231327590794,43,29162051250000,NA,THE SHERWIN-WILLIAMS CO,333818169,5,2003,3715515 - SHERWIN WILLIAMS CO,14,Non-Incentive,3715515,2023,"list(list(c(-87.6212, -87.6212, -87.6212, -87.6212, -87.62121, -87.62121, -87.62121, -87.62121, -87.62122, -87.62122, -87.62122, -87.62123, -87.62123, -87.62123, -87.62124, -87.62124, -87.62125, -87.62125, -87.62126, -87.62126, -87.62126, -87.62127, -87.62127, -87.62128, -87.62128, -87.62128, -87.62129, -87.62129, -87.6213, -87.6213, -87.62131, -87.62131, -87.62132, -87.62132, -87.62133, -87.62133, -87.62134, -87.62134, -87.62135, -87.62135, -87.62136, -87.62136, -87.62137, -87.62137, -87.62138, 
-87.62138, -87.62139, -87.62139, -87.62139, -87.6214, -87.6214, -87.62141, -87.62141, -87.62141, -87.62142, -87.62142, -87.62142, -87.62143, -87.62143, -87.62143, -87.62144, -87.62144, -87.62144, -87.62144, -87.62145, -87.62145, -87.62145, -87.62145, -87.62146, -87.62146, -87.62146, -87.62146, -87.62146, -87.62146, -87.62147, -87.62147, -87.62147, -87.62147, -87.62147, -87.62147, -87.62147, -87.62147, -87.62162, -87.62185, -87.6222, -87.62221, -87.62185, -87.6212, 41.61393, 41.61397, 41.61398, 41.61399, 
41.61399, 41.614, 41.61401, 41.61402, 41.61403, 41.61404, 41.61405, 41.61405, 41.61406, 41.61407, 41.61408, 41.61409, 41.6141, 41.61411, 41.61411, 41.61412, 41.61413, 41.61413, 41.61414, 41.61414, 41.61415, 41.61416, 41.61416, 41.61417, 41.61417, 41.61418, 41.61418, 41.61419, 41.61419, 41.6142, 41.6142, 41.61421, 41.61421, 41.61422, 41.61422, 41.61423, 41.61423, 41.61424, 41.61424, 41.61425, 41.61426, 41.61427, 41.61427, 41.61428, 41.61429, 41.61429, 41.6143, 41.6143, 41.61431, 41.61432, 41.61432, 
41.61433, 41.61434, 41.61434, 41.61435, 41.61436, 41.61436, 41.61437, 41.61438, 41.61439, 41.61439, 41.6144, 41.61441, 41.61442, 41.61442, 41.61443, 41.61444, 41.61445, 41.61446, 41.61447, 41.61447, 41.61448, 41.61449, 41.6145, 41.61451, 41.61452, 41.61453, 41.61458, 41.61458, 41.61458, 41.61458, 41.61393, 41.61393, 41.61393)))"
2916205130,SHERWIN WILLIAMS CO,2022,-87.62164282233495,41.61346144110316,43,29162051300000,NA,THE SHERWIN-WILLIAMS CO,333818169,5,2003,3715532 - SHERWIN WILLIAMS CO,8,Non-Incentive,3715532,2023,"list(list(c(-87.62154, -87.6212, -87.6212, -87.6212, -87.62185, -87.62208, -87.62208, -87.62186, -87.62154, 41.61315, 41.61315, 41.61347, 41.61377, 41.61377, 41.61377, 41.61315, 41.61315, 41.61315)))"
2916205131,SOUTH STAR WHOLESALE M,2022,-87.62241253892064,41.61425421818885,43,29162051310000,NA,JOSE JESUS VALADEZ & ANTIONOVALADEZ,334933137,1,2003,3712220 - SOUTH STAR WHOLESALE M,6,Non-Incentive,3712220,2020,"list(list(c(-87.6222, -87.62234, -87.62262, -87.62262, -87.62221, -87.6222, 41.61458, 41.61458, 41.61458, 41.61393, 41.61393, 41.61458)))"
2916205132,GURTLER CHEMICALS INC,2022,-87.62277793946284,41.614247845445725,43,29162051320000,NA,"GURTLER CHEMICALS, INC.",2213818159,1,2022,3714112 - GURTLER CHEMICALS INC,3,Incentive,3714112,2023,"list(list(c(-87.62294, -87.62292, -87.62291, -87.6229, -87.6229, -87.62289, -87.62288, -87.62287, -87.62286, -87.62285, -87.62284, -87.62283, -87.62282, -87.62281, -87.6228, -87.62279, -87.62278, -87.62277, -87.62276, -87.62275, -87.62271, -87.62265, -87.62262, -87.62262, -87.62293, -87.62293, -87.62293, -87.62294, 41.61392, 41.6139, 41.6139, 41.6139, 41.61391, 41.61391, 41.61391, 41.61391, 41.61392, 41.61392, 41.61392, 41.61392, 41.61392, 41.61392, 41.61393, 41.61393, 41.61393, 41.61393, 41.61393, 
41.61393, 41.61393, 41.61393, 41.61393, 41.61458, 41.61457, 41.61433, 41.6141, 41.61392)))"
2916205134,CBQ LLC,2022,-87.62224032210672,41.61346103122714,43,29162051340000,NA,"CBQ, LLC",1720122044,4,2017,3714363 - CBQ LLC,11,Non-Incentive,3714363,2022,"list(list(c(-87.62208, -87.62208, -87.6221, -87.6224, -87.6224, -87.6224, -87.62208, 41.61315, 41.61377, 41.61377, 41.61377, 41.61354, 41.61315, 41.61315)))"
2916205135,PATRICK WHITED,2022,-87.62266840711521,41.61365153769186,43,29162051350000,NA,NA,NA,NA,NA,3715600 - PATRICK WHITED,7,Non-Incentive,3715600,2023,"list(list(c(-87.62272, -87.62275, -87.62276, -87.62277, -87.62278, -87.62279, -87.6228, -87.62281, -87.62281, -87.62282, -87.62283, -87.62284, -87.62285, -87.62286, -87.62287, -87.62287, -87.62288, -87.62289, -87.6229, -87.6229, -87.62291, -87.62292, -87.62292, -87.62293, -87.62294, -87.62294, -87.62295, -87.62295, -87.62296, -87.62296, -87.62297, -87.62297, -87.62297, -87.62298, -87.62298, -87.6224, -87.6224, -87.62272, 41.61377, 41.61377, 41.61377, 41.61377, 41.61377, 41.61377, 41.61377, 41.61377, 
41.61376, 41.61376, 41.61376, 41.61376, 41.61375, 41.61375, 41.61375, 41.61374, 41.61374, 41.61373, 41.61373, 41.61372, 41.61372, 41.61371, 41.6137, 41.6137, 41.61369, 41.61368, 41.61368, 41.61367, 41.61366, 41.61365, 41.61364, 41.61363, 41.61361, 41.61356, 41.61354, 41.61354, 41.61377, 41.61377)))"
2916205151,111 BUILDING,2022,-87.61983845516285,41.61494283122122,42,29162051510000,NA,NA,2201218028,2,2021,3716118 - 111 BUILDING,12,Incentive,3716118,2021,"list(list(c(-87.61949, -87.61949, -87.61949, -87.61949, -87.61949, -87.61949, -87.61949, -87.61956, -87.62019, -87.62018, -87.62019, -87.62019, -87.62018, -87.61996, -87.61949, -87.61949, 41.61462, 41.6147, 41.61478, 41.61486, 41.61503, 41.61519, 41.61531, 41.61531, 41.61531, 41.6152, 41.61502, 41.61461, 41.61457, 41.61457, 41.61457, 41.61462)))"
2916205162,JJD STORAGE LLC,2022,-87.6235077282322,41.614451941603555,43,29162051620000,NA,JJD STORAGE LLC,1812255144,1,2018,3718274 - JJD STORAGE LLC,6,Non-Incentive,3718274,2023,"list(list(c(-87.62293, -87.62293, -87.62336, -87.62395, -87.62409, -87.62409, -87.6232, -87.62293, 41.61433, 41.61457, 41.61457, 41.61457, 41.61457, 41.61433, 41.61433, 41.61433)))"
2916205163,JACK KINCAID,2022,-87.62350903883708,41.61421572881376,43,29162051630000,NA,JACK KINCAID,531108123,1,2005,3715389 - JACK KINCAID,11,Non-Incentive,3715389,2023,"list(list(c(-87.62293, -87.62293, -87.6232, -87.62409, -87.62409, -87.62305, -87.62293, 41.6141, 41.61433, 41.61433, 41.61433, 41.6141, 41.6141, 41.6141)))"
